주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,총 주자면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 시간(분 단위),버스 추가 단위 요금,일 최대 요금,주차장 위치 좌표 위도,주차장 위치 좌표 경도
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56414633,126.8589146
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56403703,126.8601447
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56237882,126.8629074
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56415886,126.8595455
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56183637,126.8638085
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56235145,126.8629498
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.563531,126.8609932
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56355935,126.8609449
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.5629299,126.861987
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56415645,126.8598586
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.5641597,126.8592783
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56181001,126.8638503
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56403086,126.8579718
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56400748,126.8601951
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56414435,126.8591517
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56282842,126.8621563
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56316872,126.8615853
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56204334,126.8634682
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56415813,126.859608
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56403285,126.8581748
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56189047,126.863722
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.5641387,126.8590909
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56400953,126.8580594
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56196541,126.8635966
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56186429,126.8637652
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56412777,126.8587834
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56402081,126.8581171
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56415168,126.8592123
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.564158,126.8596707
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56327896,126.8613971
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56178572,126.8638918
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56412008,126.8587224
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56325287,126.8614433
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56299326,126.8618832
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56240678,126.8628636
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56385809,126.8604454
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56379856,126.8605453
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56319812,126.8615346
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56322542,126.8614874
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56416333,126.8593442
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56407271,126.8583617
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.5639476,126.8602953
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56361886,126.8608447
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56376858,126.8605952
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56382837,126.8604952
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56406335,126.857944
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56243443,126.8628201
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.5624615,126.8627747
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56256342,126.8625993
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56413601,126.858849
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56217895,126.8632376
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.5626206,126.8625019
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56265005,126.8624536
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56313958,126.8616344
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56226342,126.8631007
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56415703,126.8597959
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56220619,126.8631912
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56223487,126.8631445
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56199146,126.8635532
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56400639,126.8580103
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56259116,126.862551
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56330394,126.8613526
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56289987,126.8620361
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56397752,126.860245
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.5626792,126.8624048
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56277437,126.8622457
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56280173,126.8622013
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56296202,126.8619356
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56302538,126.8618299
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56311044,126.8616842
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56415765,126.8597333
1503977,가양3동 황금내공원길(구),강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,50000,1.15001E+12,100,5,100,5,0,0,0,0,5000,37.56206832,126.8634233
173005,가양3동 공영주차장(시),강서구 가양동 1488-12,NW,노외 주차장,1,시간제 주차장,,56,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 13:52,N,무료,Y,유료,140000,,200,5,200,5,0,0,0,0,0,37.56033753,126.8597755
1366576,개화역 공영주차장(시),강서구 개화동 664-0,NW,노외 주차장,1,시간제 주차장,02-2290-6312,483,Y,유료,N,야간 미개방,0,2400,0,2400,0,2400,2021-10-06 17:58,N,무료,N,무료,91000,,170,5,170,5,0,0,0,0,0,37.57798421,126.7982122
173001,공항동(송정역)(시),강서구 공항동 42-8,NW,노외 주차장,2,거주자 우선 주차장,,11,Y,유료,N,야간 미개방,0,0,0,0,0,0,2020-07-01 14:03,N,무료,N,무료,0,,0,0,0,0,0,0,0,0,0,37.56034439,126.8106649
1588311,공항2임시(구),강서구 공항동 703-0,NW,노외 주차장,1,시간제 주차장,,75,N,무료,N,야간 미개방,0,0,0,0,0,0,2022-01-23 20:19,Y,유료,Y,유료,,,,,,,0,0,0,0,7000,37.55717755,126.8164318
